ID,latitude,longitude,suburb,municipality
3031,-37.90416,145.02671,Ormond,City of Glen Eira
3032,-37.83341,145.35533,Mount Dandenong,Shire of Yarra Ranges
3033,-37.84441,144.94338,Port Melbourne,City of Port Phillip
3034,-37.83819,144.99355,South Yarra,City of Stonnington
3035,-37.83411,145.35572,Mount Dandenong,Shire of Yarra Ranges
3036,-38.15641,145.16321,Frankston,City of Frankston
3037,-37.83563,145.35664,Mount Dandenong,Shire of Yarra Ranges
3038,-37.80775,144.9604,Melbourne,City of Melbourne
3039,-37.83546,145.35733,Mount Dandenong,Shire of Yarra Ranges
3040,-37.85243,144.97988,Melbourne,City of Port Phillip
3041,-37.82687,144.95919,Southbank,City of Melbourne
3042,-37.82013,144.94091,Docklands,City of Melbourne
3043,-37.88638,144.98707,Elwood,City of Port Phillip
3044,-37.8176,144.96678,Melbourne,City of Melbourne
3045,-37.86891,145.16247,Glen Waverley,City of Monash
3046,-37.80683,144.89085,Seddon,City of Maribyrnong
3047,-38.06457,145.34179,Berwick,City of Casey
3048,-37.80411,144.96653,Carlton,City of Melbourne
3049,-37.92042,145.40237,Menzies Creek,Shire of Yarra Ranges
3050,-37.86573,144.97617,St Kilda,City of Port Phillip
3051,-37.85682,144.98506,St Kilda,City of Port Phillip
3052,-37.82212,144.95662,Melbourne,City of Melbourne
3053,-37.79119,144.98035,Fitzroy North,City of Yarra
3054,-37.96671,145.3178,Lysterfield,Shire of Yarra Ranges
3055,-37.86344,144.98124,St Kilda,City of Port Phillip
3056,-37.8537,145.121,Burwood,City of Whitehorse
3057,-37.82777,144.9547,Docklands,City of Port Phillip
3058,-37.8282,144.95609,Docklands,City of Port Phillip
3059,-37.82181,144.9568,Melbourne,City of Melbourne
3060,-37.81999,144.95483,Melbourne,City of Melbourne
3061,-37.8756,145.39628,Monbulk,Shire of Yarra Ranges
3062,-37.89516,145.23354,Scoresby,City of Knox
3063,-37.94018,145.13934,Clayton South,City of Kingston
3064,-37.80805,144.96169,Melbourne,City of Melbourne
3065,-37.8031,145.15844,Blackburn North,City of Whitehorse
3066,-37.87277,145.15035,Glen Waverley,City of Monash
3067,-37.8239,144.96682,Southbank,City of Melbourne
3068,-37.90129,145.00967,Brighton East,City of Bayside
3069,-37.57653,145.41241,Dixons Creek,Shire of Yarra Ranges
3070,-37.80092,144.96629,Carlton,City of Melbourne
3071,-37.85234,145.00587,Prahran,City of Stonnington
3072,-37.71373,145.00346,Reservoir,City of Darebin
3073,-38.15757,145.16302,Frankston,City of Frankston
3074,-37.81596,145.11215,Mont Albert,City of Whitehorse
3075,-37.80879,144.96142,Melbourne,City of Melbourne
3076,-37.8617,144.99015,St Kilda,City of Port Phillip
3077,-37.81925,144.71474,Truganina,City of Wyndham
3078,-37.91103,144.72567,Point Cook,City of Wyndham
3079,-37.78016,144.94035,Parkville,City of Melbourne
3080,-37.48645,145.07164,Eden Park,City of Whittlesea
3081,-37.89835,144.98891,Brighton,City of Bayside
3082,-37.80566,144.96654,Carlton,City of Melbourne
3083,-37.8115,144.95988,Melbourne,City of Melbourne
3084,-37.72266,144.81252,Keilor Downs,City of Brimbank
3085,-37.81501,144.9541,Melbourne,City of Melbourne
3086,-37.73406,145.14604,Eltham,Shire of Nillumbik
3087,-37.74152,144.96395,Coburg,City of Merri-bek
3088,-37.68153,145.01669,Thomastown,City of Whittlesea
3089,-37.90705,145.14318,Notting Hill,City of Monash
3090,-37.82767,144.9567,Southbank,City of Melbourne
3091,-37.81884,144.95435,Melbourne,City of Melbourne
3092,-37.82152,144.93572,Docklands,City of Melbourne
3093,-37.85469,145.35831,Olinda,Shire of Yarra Ranges
3094,-37.82356,144.96709,Southbank,City of Melbourne
3095,-37.79414,144.98654,Collingwood,City of Yarra
3096,-37.69717,144.91603,Glenroy,City of Merri-bek
3097,-37.81264,144.95321,West Melbourne,City of Melbourne
3098,-37.90618,145.14192,Notting Hill,City of Monash
3099,-37.81025,144.95042,West Melbourne,City of Melbourne
3100,-37.8159,145.00333,Richmond,City of Yarra
3101,-37.88364,144.99117,Elwood,City of Port Phillip
3102,-37.74894,145.13859,Templestowe,City of Manningham
3103,-37.82683,144.99942,Richmond,City of Yarra
3104,-37.8234,144.99161,Richmond,City of Yarra
3105,-37.82486,144.9674,Southbank,City of Melbourne
3106,-37.77904,145.00729,Northcote,City of Darebin
3107,-37.81071,144.96082,Melbourne,City of Melbourne
3108,-37.84186,144.94125,Port Melbourne,City of Port Phillip
3109,-37.837,144.99669,South Yarra,City of Stonnington
3110,-37.81983,144.94329,Docklands,City of Melbourne
3111,-37.89631,145.01094,Elsternwick,City of Glen Eira
3112,-37.72026,144.85877,Keilor Park,City of Brimbank
3113,-37.98558,145.15286,Keysborough,City of Greater Dandenong
3114,-37.84805,144.99077,Prahran,City of Stonnington
3115,-37.89151,145.3074,Upper Ferntree Gully,City of Knox
3116,-37.87169,144.99684,Balaclava,City of Port Phillip
3117,-37.80869,144.87634,Kingsville,City of Maribyrnong
3118,-37.81447,144.9905,East Melbourne,City of Melbourne
3119,-38.01736,145.27489,Hallam,City of Casey
3120,-37.76408,145.10153,Templestowe Lower,City of Manningham
3121,-37.82147,145.00091,Richmond,City of Yarra
3122,-38.01586,145.27605,Hallam,City of Casey
3123,-38.06371,145.11802,Bonbeach,City of Kingston
3124,-37.80879,144.95993,Melbourne,City of Melbourne
3125,-37.80209,144.96509,Carlton,City of Melbourne
3126,-37.78429,144.97747,Fitzroy North,City of Yarra
3127,-37.78976,145.12163,Doncaster,City of Manningham
3128,-37.79381,144.86437,West Footscray,City of Maribyrnong
3129,-37.82169,144.95162,Docklands,City of Melbourne
3130,-37.81875,144.96494,Melbourne,City of Melbourne
3131,-37.82767,144.9567,Southbank,City of Melbourne
3132,-37.75644,145.00279,Thornbury,City of Darebin
3133,-37.82767,144.9567,Southbank,City of Melbourne
3134,-37.76309,144.96228,Brunswick,City of Merri-bek
3135,-37.76928,144.92555,Moonee Ponds,City of Moonee Valley
3136,-37.79018,144.94662,Parkville,City of Melbourne
3137,-37.82177,144.8863,Spotswood,City of Hobsons Bay
3138,-37.81262,144.99142,Richmond,City of Yarra
3139,-38.02921,145.29205,Narre Warren South,City of Casey
3140,-37.83629,144.98253,South Yarra,City of Melbourne
3141,-37.81661,144.95278,Melbourne,City of Melbourne
3142,-37.8271,144.95813,Southbank,City of Melbourne
3143,-37.83765,144.98102,South Yarra,City of Melbourne
3144,-37.78641,144.97744,Fitzroy North,City of Yarra
3145,-37.77551,144.94862,Brunswick West,City of Merri-bek
3146,-37.81662,144.9527,Melbourne,City of Melbourne
3147,-37.81402,144.94071,Docklands,City of Melbourne
3148,-37.80767,144.9617,Melbourne,City of Melbourne
3149,-37.81569,144.95418,Melbourne,City of Melbourne
3150,-37.6968,145.43867,Coldstream,Shire of Yarra Ranges
3151,-37.79259,144.92674,Kensington,City of Melbourne
3152,-37.85485,144.90077,Williamstown,City of Hobsons Bay
3153,-37.83076,144.95887,South Melbourne,City of Port Phillip
3154,-37.65805,145.41039,Yarra Glen,Shire of Yarra Ranges
3155,-37.81352,144.95328,Melbourne,City of Melbourne
3156,-37.79755,144.94792,North Melbourne,City of Melbourne
3157,-37.93641,145.63414,Gembrook,Shire of Cardinia
3158,-37.69801,145.44046,Gruyere,Shire of Yarra Ranges
3159,-38.06483,145.1479,Patterson Lakes,City of Kingston
3160,-37.81589,144.95271,Melbourne,City of Melbourne
3161,-37.83027,144.8732,South Kingsville,City of Hobsons Bay
3162,-38.0605,145.11874,Bonbeach,City of Kingston
3163,-37.69636,145.44052,Coldstream,Shire of Yarra Ranges
3164,-37.82476,144.96295,Southbank,City of Melbourne
3165,-37.71161,144.56136,Melton South,City of Melton
3166,-37.8017,144.95938,Melbourne,City of Melbourne
3167,-37.91136,145.11511,Oakleigh East,City of Monash
3168,-37.82767,144.9567,Southbank,City of Melbourne
3169,-37.82767,144.9567,Southbank,City of Melbourne
3170,-37.84551,144.94267,Port Melbourne,City of Port Phillip
3171,-37.80214,144.98644,Collingwood,City of Yarra
3172,-37.86054,144.98304,St Kilda,City of Port Phillip
3173,-37.88919,145.01167,Elsternwick,City of Glen Eira
3174,-37.8926,145.16098,Glen Waverley,City of Monash
3175,-37.82576,144.95955,Southbank,City of Melbourne
3176,-37.81415,144.95429,Melbourne,City of Melbourne
3177,-37.64939,145.5222,Healesville,Shire of Yarra Ranges
3178,-37.81952,144.95599,Melbourne,City of Melbourne
3179,-37.8321,144.98984,South Yarra,City of Stonnington
3180,-37.78548,145.13346,Doncaster,City of Manningham
3181,-37.83063,145.18526,Nunawading,City of Whitehorse
3182,-37.83739,144.99673,South Yarra,City of Stonnington
3183,-37.74958,145.65189,Millgrove,Shire of Yarra Ranges
3184,-37.79508,144.89265,Footscray,City of Maribyrnong
3185,-37.77703,144.98494,Fitzroy North,City of Yarra
3186,-37.8271,144.95813,Southbank,City of Melbourne
3187,-37.81403,144.95351,Melbourne,City of Melbourne
3188,-37.81615,144.95261,Melbourne,City of Melbourne
3189,-37.77564,144.88082,Maidstone,City of Maribyrnong
3190,-37.83815,145.05664,Camberwell,City of Boroondara
3191,-37.72734,144.88859,Airport West,City of Moonee Valley
3192,-37.80934,144.96652,Melbourne,City of Melbourne
3193,-37.81613,144.95523,Melbourne,City of Melbourne
3194,-37.81488,144.989532,East Melbourne,City of Melbourne
3195,-37.91199,145.04816,McKinnon,City of Glen Eira
3196,-37.82767,144.9567,Southbank,City of Melbourne
3197,-37.91216,145.04791,McKinnon,City of Glen Eira
3198,-37.82433,145.07831,Canterbury,City of Boroondara
3199,-37.831,145.18513,Nunawading,City of Whitehorse
3200,-37.83063,144.94887,South Melbourne,City of Port Phillip
3201,-37.80794,144.9604,Melbourne,City of Melbourne
3202,-37.80106,144.95251,North Melbourne,City of Melbourne
3203,-37.82277,145.05911,Camberwell,City of Boroondara
3204,-37.85897,144.90259,Williamstown,City of Hobsons Bay
3205,-37.83444,144.99055,South Yarra,City of Stonnington
3206,-37.88513,144.98321,Elwood,City of Port Phillip
3207,-37.80701447,144.9610901,Melbourne,City of Melbourne
3208,-37.91047,145.09554,Oakleigh,City of Monash
3209,-38.12164,145.12827,Seaford,City of Frankston
3210,-37.67026,145.25429,Kangaroo Ground,Shire of Nillumbik
3211,-37.83297,144.96681,South Melbourne,City of Port Phillip
3212,-37.81884,144.95435,Melbourne,City of Melbourne
3213,-37.88737,144.6425,Werribee,City of Wyndham
3214,-37.90006,144.65574,Werribee,City of Wyndham
3215,-37.88223,145.05656,Malvern East,City of Stonnington
3216,-37.97853,145.54943,Gembrook,Shire of Cardinia
3217,-37.80936,144.95174,West Melbourne,City of Melbourne
3218,-37.80783,144.96196,Melbourne,City of Melbourne
3219,-37.92017,145.03513,Bentleigh,City of Glen Eira
3220,-37.67622,145.53511,Badger Creek,Shire of Yarra Ranges
3221,-37.83193,144.96602,South Melbourne,City of Port Phillip
3222,-37.81517,144.95654,Melbourne,City of Melbourne
3223,-37.81581,145.36832,Kalorama,Shire of Yarra Ranges
3224,-37.76439,144.82335,Sunshine North,City of Brimbank
3225,-37.66132,145.51805,Healesville,Shire of Yarra Ranges
3226,-37.7679,144.82484,Sunshine North,City of Brimbank
3227,-37.86498,145.00554,St Kilda East,City of Port Phillip
3228,-37.85895,145.06111,Glen Iris,City of Stonnington
3229,-37.86878,145.14262,Mount Waverley,City of Monash
3230,-37.74084,144.96324,Coburg,City of Merri-bek
3231,-37.81256,144.94395,Docklands,City of Melbourne
3232,-37.93769,145.15891,Springvale,City of Greater Dandenong
3233,-37.78156,144.85965,Braybrook,City of Maribyrnong
3234,-37.78106,144.86017,Braybrook,City of Maribyrnong
3235,-37.84339,144.99854,South Yarra,City of Stonnington
3236,-37.90054,144.65392,Werribee,City of Wyndham
3237,-37.83194,144.95911,South Melbourne,City of Port Phillip
3238,-37.77941,144.98813,Fitzroy North,City of Yarra
3239,-37.6726,144.55721,Melton West,City of Melton
3240,-37.82335,144.99455,Richmond,City of Yarra
3241,-37.80291,145.05499,Kew,City of Boroondara
3242,-37.85963,144.98886,St Kilda,City of Port Phillip
3243,-37.86707,145.14466,Mount Waverley,City of Monash
3244,-37.80156,144.89212,Footscray,City of Maribyrnong
3245,-37.9094,145.05034,McKinnon,City of Glen Eira
3246,-38.07598,145.4733,Pakenham,Shire of Cardinia
3247,-37.9122,145.04959,McKinnon,City of Glen Eira
3248,-37.68417,144.73358,Hillside,City of Melton
3249,-37.81413,144.9563,Melbourne,City of Melbourne
3250,-37.77359,144.88103,Maribyrnong,City of Maribyrnong
3251,-37.83763,144.96569,South Melbourne,City of Port Phillip
3252,-37.78211,144.89405,Maribyrnong,City of Maribyrnong
3253,-37.68219,144.73197,Hillside,City of Melton
3254,-37.7843,145.53391,Woori Yallock,Shire of Yarra Ranges
3255,-37.87217,144.97779,St Kilda,City of Port Phillip
3256,-37.60816,145.41367,Dixons Creek,Shire of Yarra Ranges
3257,-37.888,145.05609,Carnegie,City of Glen Eira
3258,-37.83634,144.71607,Truganina,City of Wyndham
3259,-37.9037,144.99064,Brighton,City of Bayside
3260,-37.60767,145.41492,Dixons Creek,Shire of Yarra Ranges
3261,-37.7862,144.85869,Braybrook,City of Maribyrnong
3262,-37.7817,145.01551,Fairfield,City of Darebin
3263,-37.84791,144.97783,Melbourne,City of Port Phillip
3264,-37.7555,145.69549,Warburton,Shire of Yarra Ranges
3265,-37.85855,144.98016,St Kilda,City of Port Phillip
3266,-37.85846,144.90067,Williamstown,City of Hobsons Bay
3267,-37.86009,144.90278,Williamstown,City of Hobsons Bay
3268,-37.86009,144.90221,Williamstown,City of Hobsons Bay
3269,-37.92383,145.50264,Cockatoo,Shire of Cardinia
3270,-37.77426,144.8522,Braybrook,City of Maribyrnong
3271,-37.85922,144.90161,Williamstown,City of Hobsons Bay
3272,-37.85922,144.90161,Williamstown,City of Hobsons Bay
3273,-37.85922,144.90161,Williamstown,City of Hobsons Bay
3274,-37.85922,144.90161,Williamstown,City of Hobsons Bay
3275,-37.85922,144.90161,Williamstown,City of Hobsons Bay
3276,-37.79453,144.93537,Kensington,City of Melbourne
3277,-37.81475,144.9408,Docklands,City of Melbourne
3278,-37.72029,145.00165,Reservoir,City of Darebin
3279,-37.81063,144.96195,Melbourne,City of Melbourne
3280,-37.81558,144.94808,Docklands,City of Melbourne
3281,-37.82025,144.99457,Richmond,City of Yarra
3282,-37.85463,144.98387,Windsor,City of Stonnington
3283,-37.81535,144.95202,Melbourne,City of Melbourne
3284,-37.79771,144.97872,Fitzroy,City of Yarra
3285,-37.82688,144.95708,Southbank,City of Melbourne
3286,-37.79994,145.03073,Kew,City of Boroondara
3287,-37.62478,145.50863,Chum Creek,Shire of Yarra Ranges
3288,-37.69692,144.89004,Gladstone Park,City of Hume
3289,-37.76662,144.82513,Sunshine North,City of Brimbank
3290,-37.7821,144.92091,Ascot Vale,City of Moonee Valley
3291,-37.82902,144.96832,Southbank,City of Melbourne
3292,-37.82016,144.94233,Docklands,City of Melbourne
3293,-37.68212,144.73327,Hillside,City of Melton
3294,-37.79898,144.9821,Fitzroy,City of Yarra
3295,-37.81183,144.96074,Melbourne,City of Melbourne
3296,-37.71683,144.55707,Weir Views,City of Melton
3297,-37.8302,144.94995,South Melbourne,City of Port Phillip
3298,-37.95042,145.01618,Sandringham,City of Bayside
3299,-37.82096,144.94334,Docklands,City of Melbourne
3300,-37.88948,145.06056,Carnegie,City of Glen Eira
3301,-37.80736,144.96679,Melbourne,City of Melbourne
3302,-37.84197,144.94171,Port Melbourne,City of Port Phillip
3303,-37.83062,144.95894,South Melbourne,City of Port Phillip
3304,-37.822,145.21363,Ringwood,City of Maroondah
3305,-37.78914,144.98211,Fitzroy North,City of Yarra
3306,-37.76958,144.96272,Brunswick,City of Merri-bek
3307,-37.78817,145.1259,Doncaster,City of Manningham
3308,-37.90788,144.76089,Point Cook,City of Wyndham
3309,-37.79662,144.82879,Sunshine,City of Brimbank
3310,-37.74788,144.946,Pascoe Vale South,City of Merri-bek
3311,-37.78495,145.06323,Kew East,City of Boroondara
3312,-37.83881,144.92725,Port Melbourne,City of Port Phillip
3313,-37.81073,144.95135,West Melbourne,City of Melbourne
3314,-37.83017,144.95808,South Melbourne,City of Port Phillip
3315,-37.81532,144.96502,Melbourne,City of Melbourne
3316,-37.72221,144.98214,Coburg North,City of Merri-bek
3317,-37.82732,144.96852,Southbank,City of Melbourne
3318,-37.82324,144.96407,Southbank,City of Melbourne
3319,-37.72725,144.88855,Airport West,City of Moonee Valley
3320,-38.00482,145.33885,Harkaway,City of Casey
3321,-37.78382,145.13501,Doncaster,City of Manningham
3322,-37.84902,144.99077,Prahran,City of Stonnington
3323,-37.76702,144.82375,Sunshine North,City of Brimbank
3324,-37.81917,144.95425,Melbourne,City of Melbourne
3325,-37.86761,145.16375,Glen Waverley,City of Monash
3326,-38.1612488,145.1624406,Frankston,City of Frankston
3327,-37.8089,144.96149,Melbourne,City of Melbourne
3328,-37.77939,145.17064,Doncaster East,City of Manningham
3329,-37.81455,144.95324,Melbourne,City of Melbourne
3330,-37.84686,144.68424,Tarneit,City of Wyndham
3331,-37.68455,145.4632,Coldstream,Shire of Yarra Ranges
3332,-37.83504,144.99071,South Yarra,City of Stonnington
3333,-37.79455,144.83039,Sunshine,City of Brimbank
3334,-37.84859,144.68587,Hoppers Crossing,City of Wyndham
3335,-37.8047,144.9747,Fitzroy,City of Yarra
3336,-37.88266,144.97757,Elwood,City of Port Phillip
3337,-37.86666,144.98415,St Kilda,City of Port Phillip
3338,-37.74509,144.79897,St Albans,City of Brimbank
3339,-37.69687,144.88957,Gladstone Park,City of Hume
3340,-37.81615,144.97112,Melbourne,City of Melbourne
3341,-37.76902,145.67486,Warburton,Shire of Yarra Ranges
3342,-37.79672,145.46132,Seville,Shire of Yarra Ranges
3343,-37.81715,145.12444,Box Hill,City of Whitehorse
3344,-37.81047,144.95706,Melbourne,City of Melbourne
3345,-37.77739,144.99366,Northcote,City of Darebin
3346,-37.81731,144.96691,Melbourne,City of Melbourne
3347,-37.7704,145.32041,Mooroolbark,Shire of Yarra Ranges
3348,-37.9675,145.18473,Noble Park,City of Greater Dandenong
3349,-37.66149,145.52227,Healesville,Shire of Yarra Ranges
3350,-37.78836,145.12732,Doncaster,City of Manningham
3351,-37.81119,144.95057,West Melbourne,City of Melbourne
3352,-37.64173,144.81374,Bulla,City of Hume
3353,-37.86604,144.97764,St Kilda,City of Port Phillip
3354,-37.81508,144.88879,Yarraville,City of Maribyrnong
3355,-37.81535,144.96527,Melbourne,City of Melbourne
3356,-37.82968,144.95922,South Melbourne,City of Port Phillip
3357,-37.81128,144.95065,West Melbourne,City of Melbourne
3358,-37.84134,145.19918,Vermont,City of Whitehorse
3359,-37.75983969,145.003318,Thornbury,City of Darebin
3360,-37.88627,145.30326,Ferntree Gully,City of Knox
3361,-37.77843,144.96211,Princes Hill,City of Yarra
3362,-37.77839,144.96434,Brunswick,City of Merri-bek
3363,-37.80937,144.96249,Melbourne,City of Melbourne
3364,-37.86048,145.00037,St Kilda East,City of Port Phillip
3365,-37.822,145.04661,Hawthorn East,City of Boroondara
3366,-37.6726,144.55721,Melton West,City of Melton
3367,-37.81481,144.9551,Melbourne,City of Melbourne
3368,-37.86805,145.14342,Mount Waverley,City of Monash
3369,-37.82297,144.96496,Southbank,City of Melbourne
3370,-37.99211,145.54376,Gembrook,Shire of Cardinia
3371,-37.83513,144.96658,South Melbourne,City of Port Phillip
3372,-37.87319,145.27144,Ferntree Gully,City of Knox
3373,-37.81784,144.99639,Richmond,City of Yarra
3374,-37.87377,145.2726,Ferntree Gully,City of Knox
3375,-37.82249,144.96333,Southbank,City of Melbourne
3376,-37.84705,144.98067,Melbourne,City of Melbourne
3377,-37.81508,144.95331,Melbourne,City of Melbourne
3378,-37.81838,144.95543,Melbourne,City of Melbourne
3379,-37.84128,144.97652,Melbourne,City of Port Phillip
3380,-37.83474,144.96823,South Melbourne,City of Port Phillip
3381,-37.86112,145.01642,Armadale,City of Stonnington
3382,-37.65989,145.51931,Healesville,Shire of Yarra Ranges
3383,-37.76731,144.96274,Brunswick,City of Merri-bek
3384,-37.85898,144.99127,St Kilda,City of Port Phillip
3385,-37.85725,144.98548,St Kilda,City of Port Phillip
3386,-38.08236,145.35445,Clyde North,City of Casey
3387,-37.81575,144.955,Melbourne,City of Melbourne
3388,-37.81666,144.95396,Melbourne,City of Melbourne
3389,-38.05423,145.24648,Lyndhurst,City of Casey
3390,-37.85775,145.34024,Sassafras,City of Knox
3391,-37.81701,144.96011,Melbourne,City of Melbourne
3392,-37.81331,144.97451,East Melbourne,City of Melbourne
3393,-37.83872,144.99289,South Yarra,City of Stonnington
3394,-37.83872,144.99289,South Yarra,City of Stonnington
3395,-37.82206,144.9659,Southbank,City of Melbourne
3396,-37.88726,144.67331,Werribee,City of Wyndham
3397,-37.83029,144.94452,Port Melbourne,City of Port Phillip
3398,-37.81021881,144.9662628,Melbourne,City of Melbourne
3399,-37.82206,144.9659,Southbank,City of Melbourne
3400,-37.80581,144.98136,Fitzroy,City of Yarra
3401,-37.64442,145.51294,Healesville,Shire of Yarra Ranges
3402,-37.83537,144.94199,Port Melbourne,City of Port Phillip
3403,-37.71191,145.09498,Greensborough,City of Banyule
3404,-37.87556,145.04686,Malvern East,City of Stonnington
3405,-37.77975,144.97797,Brunswick East,City of Merri-bek
3406,-37.81868,144.94832,Docklands,City of Melbourne
3407,-37.807068,144.887146,Seddon,City of Maribyrnong
3408,-37.79865,144.89593,Footscray,City of Maribyrnong
3409,-37.82015,144.94084,Docklands,City of Melbourne
3410,-37.9359,145.06406,Bentleigh East,City of Glen Eira
3411,-37.8595,145.05553,Glen Iris,City of Stonnington
3412,-37.86772,145.35383,Sassafras,Shire of Yarra Ranges
3413,-37.82733,145.02794,Hawthorn,City of Boroondara
3414,-37.82603,144.95793,Southbank,City of Melbourne
3415,-37.8199,144.89005,Yarraville,City of Maribyrnong
3416,-37.68425,145.46361,Coldstream,Shire of Yarra Ranges
3417,-37.84835,144.99351,Prahran,City of Stonnington
3418,-37.84447,144.99553,South Yarra,City of Stonnington
3419,-37.79905,144.96641,Carlton,City of Melbourne
3420,-37.81047,145.24341,Ringwood East,City of Maroondah
3421,-37.82012,144.99457,Richmond,City of Yarra
3422,-37.95497,145.02565,Sandringham,City of Bayside
3423,-37.84912,145.01173,Toorak,City of Stonnington
3424,-37.87136,145.04558,Malvern East,City of Stonnington
3425,-37.88091,145.21706,Wantirna South,City of Knox
3426,-37.93622,145.06314,Bentleigh East,City of Glen Eira
3427,-37.79919,144.97632,Fitzroy,City of Yarra
3428,-37.82279,144.96258,Southbank,City of Melbourne
3429,-38.11837,145.12592,Seaford,City of Frankston
3430,-37.80685,144.94852,West Melbourne,City of Melbourne
3431,-37.82621,144.95839,Southbank,City of Melbourne
3432,-37.61049,144.90703,Greenvale,City of Hume
3433,-38.06799,145.11986,Bonbeach,City of Kingston
3434,-37.82171,144.96368,Southbank,City of Melbourne
3435,-37.8438498,144.9430185,Port Melbourne,City of Port Phillip
3436,-37.83558,145.17152,Forest Hill,City of Whitehorse
3437,-37.76216,145.05248,Ivanhoe,City of Banyule
3438,-37.9035,145.02094,Brighton East,City of Bayside
3439,-37.65387,145.51448,Healesville,Shire of Yarra Ranges
3440,-37.83802,144.99873,South Yarra,City of Stonnington
3441,-37.98414,145.20528,Dandenong,City of Greater Dandenong
3442,-37.81219,144.96357,Melbourne,City of Melbourne
3443,-37.80937,144.98482,East Melbourne,City of Melbourne
3444,-37.84396,144.99471,South Yarra,City of Stonnington
3445,-37.75867,145.12472,Templestowe Lower,City of Manningham
3446,-37.8579,144.98238,St Kilda,City of Port Phillip
3447,-37.79585,144.97335,Carlton,City of Melbourne
3448,-37.81853,145.11729,Box Hill,City of Whitehorse
3449,-37.64202,145.02179,Epping,City of Whittlesea
3450,-37.89349,145.07167,Murrumbeena,City of Glen Eira
3451,-37.96582,144.70581,Werribee South,City of Wyndham
3452,-37.60393,145.49238,Chum Creek,Shire of Yarra Ranges
3453,-37.93005,145.0211,Brighton East,City of Bayside
3454,-37.81706,144.96758,Melbourne,City of Melbourne
3455,-37.81056,144.97151,Melbourne,City of Melbourne
3456,-37.80478,144.94908,North Melbourne,City of Melbourne
3457,-37.64823,145.53405,Healesville,Shire of Yarra Ranges
3458,-37.80959,145.24755,Ringwood East,City of Maroondah
3459,-37.82273,144.96515,Southbank,City of Melbourne
3460,-37.83945,144.9602,South Melbourne,City of Port Phillip
3461,-37.80957,144.97228,Melbourne,City of Melbourne
3462,-37.83575,144.71082,Truganina,City of Wyndham
3463,-37.8069005,144.9678035,Carlton,City of Melbourne
3464,-37.79749,144.96684,Carlton,City of Melbourne
3465,-37.81884,144.95435,Melbourne,City of Melbourne
3466,-37.81623,144.95325,Melbourne,City of Melbourne
3467,-37.81916,144.99971,Richmond,City of Yarra
3468,-37.81615,144.97112,Melbourne,City of Melbourne
3469,-37.89292,145.124,Mount Waverley,City of Monash
3470,-37.81088,144.95996,Melbourne,City of Melbourne
3471,-37.8234,144.99161,Richmond,City of Yarra
3472,-37.95182,145.0789,Heatherton,City of Kingston
3473,-37.95362,145.08088,Heatherton,City of Kingston
3474,-37.82543,144.96228,Southbank,City of Melbourne
3475,-37.95373,145.0805,Heatherton,City of Kingston
3476,-37.84264,145.1168,Box Hill South,City of Whitehorse
3477,-37.77927,144.95831,Parkville,City of Melbourne
3478,-38.14894,145.14141,Frankston,City of Frankston
3479,-37.9522,145.07904,Heatherton,City of Kingston
3480,-37.77356,145.00266,Northcote,City of Darebin
3481,-37.95225,145.08066,Heatherton,City of Kingston
3482,-37.84834,145.36012,Olinda,Shire of Yarra Ranges
3483,-37.82425,144.96347,Southbank,City of Melbourne
3484,-37.80447,144.98489,Collingwood,City of Yarra
3485,-37.80457,144.96461,Carlton,City of Melbourne
3486,-37.81622,144.93676,Docklands,City of Melbourne
3487,-37.81594,144.95492,Melbourne,City of Melbourne
3488,-37.80938,144.96739,Melbourne,City of Melbourne
3489,-37.7244,144.93868,Pascoe Vale,City of Merri-bek
3490,-37.81953,144.95483,Melbourne,City of Melbourne
3491,-37.85621,144.9686,St Kilda West,City of Port Phillip
3492,-37.88805,145.04656,Carnegie,City of Glen Eira
3493,-37.80537,144.96302,Carlton,City of Melbourne
3494,-37.82268,144.96121,Southbank,City of Melbourne
3495,-37.82362,144.96556,Southbank,City of Melbourne
3496,-37.83645,144.96536,South Melbourne,City of Port Phillip
3497,-37.77701,144.93916,Parkville,City of Melbourne
3498,-37.82634,144.9671,Southbank,City of Melbourne
3499,-37.8271,144.95813,Southbank,City of Melbourne
3500,-37.83653,144.99652,South Yarra,City of Stonnington
3501,-37.82238,145.12537,Box Hill,City of Whitehorse
3502,-37.82002,144.95783,Melbourne,City of Melbourne
3503,-37.96615,145.05638,Cheltenham,City of Kingston
3504,-37.82268,145.05263,Hawthorn East,City of Boroondara
3505,-37.85599,144.9869,Windsor,City of Stonnington
3506,-37.87421,144.9996,St Kilda East,City of Glen Eira
3507,-37.79662,144.92542,Kensington,City of Melbourne
3508,-37.95522,145.02566,Sandringham,City of Bayside
3509,-37.85317,145.04191,Glen Iris,City of Stonnington
3510,-37.72535,145.10151,Yallambie,City of Banyule
3511,-37.82048,144.942,Docklands,City of Melbourne
3512,-37.82259,144.96312,Southbank,City of Melbourne
3513,-37.74608,144.89085,Niddrie,City of Moonee Valley
3514,-38.06452,145.44617,Pakenham,Shire of Cardinia
3515,-37.82382,144.96134,Southbank,City of Melbourne
3516,-37.79054,144.9795,Fitzroy North,City of Yarra
3517,-37.82555,144.9484,Docklands,City of Melbourne
3518,-37.77209,144.95204,Brunswick,City of Merri-bek
