ID,latitude,longitude,suburb,municipality
8714,-38.04421,145.11115,Edithvale,City of Kingston
8715,-37.7968509,144.968823,Carlton,City of Melbourne
8716,-37.75431574,145.6952496,Warburton,Shire of Yarra Ranges
8717,-37.86047,145.31886,The Basin,City of Knox
8718,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8719,-37.8521991,145.0115983,Armadale,City of Stonnington
8720,-37.8155523,144.9379982,Docklands,City of Melbourne
8721,-37.98319359,145.0784507,Mentone,City of Kingston
8722,-37.81386,144.95528,Melbourne,City of Melbourne
8723,-37.86967,144.76586,Altona Meadows,City of Hobsons Bay
8724,-37.79046,145.13026,Doncaster,City of Manningham
8725,-37.7115239,144.8977295,Strathmore Heights,City of Moonee Valley
8726,-37.80118,145.00074,Abbotsford,City of Yarra
8727,-37.87874,145.00734,Elsternwick,City of Glen Eira
8728,-37.77485,144.92105,Ascot Vale,City of Moonee Valley
8729,-37.78736,144.97924,Fitzroy North,City of Yarra
8730,-37.92205,145.40154,Menzies Creek,Shire of Yarra Ranges
8731,-37.84969,144.98984,Prahran,City of Stonnington
8732,-37.75313,145.69453,Warburton,Shire of Yarra Ranges
8733,-37.5892127,144.9108431,Craigieburn,City of Hume
8734,-37.80918,144.95944,Melbourne,City of Melbourne
8735,-37.85154,144.88964,Williamstown,City of Hobsons Bay
8736,-37.8731566,144.9855803,Elwood,City of Port Phillip
8737,-37.82027,145.02672,Hawthorn,City of Boroondara
8738,-38.05206668,145.334948,Berwick,City of Casey
8739,-37.82667199,144.9608912,Southbank,City of Melbourne
8740,-37.95231,145.00588,Sandringham,City of Bayside
8741,-37.68807,145.54691,Badger Creek,Shire of Yarra Ranges
8742,-37.82225,145.00156,Richmond,City of Yarra
8743,-37.82494,144.95579,Southbank,City of Melbourne
8744,-38.044039,145.111409,Edithvale,City of Kingston
8745,-37.81608,144.95305,Melbourne,City of Melbourne
8746,-37.851723,145.005687,Prahran,City of Stonnington
8747,-37.81483391,144.9655497,Melbourne,City of Melbourne
8748,-37.826018,144.995415,Cremorne,City of Yarra
8749,-37.89947,145.40262,The Patch,Shire of Yarra Ranges
8750,-37.8062149,144.9618804,Carlton,City of Melbourne
8751,-37.8500887,145.1344056,Burwood East,City of Whitehorse
8752,-37.85805,145.00033,Windsor,City of Stonnington
8753,-37.8148884,144.9542283,Melbourne,City of Melbourne
8754,-37.75826,144.94276,Brunswick West,City of Merri-bek
8755,-37.80274,144.95138,North Melbourne,City of Melbourne
8756,-37.83986,144.98536,South Yarra,City of Melbourne
8757,-37.75929,144.95569,Brunswick,City of Merri-bek
8758,-37.89307,145.09109,Oakleigh,City of Monash
8759,-37.8667891,144.9783187,St Kilda,City of Port Phillip
8760,-37.83351,144.94015,Port Melbourne,City of Port Phillip
8761,-37.80963,144.96174,Melbourne,City of Melbourne
8762,-37.79565,144.977052,Fitzroy,City of Yarra
8763,-37.80865,144.96042,Melbourne,City of Melbourne
8764,-37.62628,145.29986,Christmas Hills,Shire of Nillumbik
8765,-37.8339,144.96878,South Melbourne,City of Port Phillip
8766,-37.83378,144.97051,South Melbourne,City of Port Phillip
8767,-37.92884,145.04069,Bentleigh,City of Glen Eira
8768,-37.74660863,144.8035048,St Albans,City of Brimbank
8769,-37.6755,144.56367,Melton West,City of Melton
8770,-37.8390426,145.3623752,Mount Dandenong,Shire of Yarra Ranges
8771,-38.10008,145.12704,Seaford,City of Frankston
8772,-37.8761,144.99917,St Kilda East,City of Glen Eira
8773,-37.69125,145.05917,Bundoora,City of Whittlesea
8774,-38.02676,145.1005,Aspendale,City of Kingston
8775,-37.82077,144.94668,Docklands,City of Melbourne
8776,-37.8277634,144.9567525,Southbank,City of Melbourne
8777,-37.88402,145.12817,Mount Waverley,City of Monash
8778,-37.85629,144.96726,Middle Park,City of Port Phillip
8779,-37.88113,144.98102,Elwood,City of Port Phillip
8780,-37.84155,144.93725,Port Melbourne,City of Port Phillip
8781,-37.98553,145.05719,Mentone,City of Kingston
8782,-38.15471,145.13129,Frankston,City of Frankston
8783,-37.76643,144.92046,Moonee Ponds,City of Moonee Valley
8784,-37.8013,144.98569,Collingwood,City of Yarra
8785,-37.85174,144.98929,Windsor,City of Stonnington
8786,-37.85193,145.00597,Prahran,City of Stonnington
8787,-37.88049,145.14772,Glen Waverley,City of Monash
8788,-37.86839,144.97813,St Kilda,City of Port Phillip
8789,-37.69078,145.05841,Bundoora,City of Whittlesea
8790,-37.73126,145.02755,Reservoir,City of Darebin
8791,-37.698,145.10785,Greensborough,City of Banyule
8792,-37.8054074,144.9860516,Collingwood,City of Yarra
8793,-38.1444939,145.1433389,Frankston,City of Frankston
8794,-37.77241,144.98125,Brunswick East,City of Merri-bek
8795,-37.83582,144.99742,South Yarra,City of Stonnington
8796,-37.8102205,144.9662652,Melbourne,City of Melbourne
8797,-37.9209828,145.1398082,Clayton,City of Monash
8798,-37.82303,144.96604,Southbank,City of Melbourne
8799,-37.79372,144.9974,Clifton Hill,City of Yarra
8800,-37.83323,144.97045,South Melbourne,City of Port Phillip
8801,-37.85941045,144.9788668,St Kilda,City of Port Phillip
8802,-37.82524,144.96442,Southbank,City of Melbourne
8803,-37.79658,144.9809,Fitzroy,City of Yarra
8804,-37.76324,145.00381,Thornbury,City of Darebin
8805,-37.86308,145.02985,Malvern,City of Stonnington
8806,-37.86806,144.97783,St Kilda,City of Port Phillip
8807,-37.80919,144.95896,Melbourne,City of Melbourne
8808,-37.81402,144.88869,Yarraville,City of Maribyrnong
8809,-37.54379,144.90944,Mickleham,City of Hume
8810,-37.84830486,144.9501737,Albert Park,City of Port Phillip
8811,-37.77832,144.93005,Ascot Vale,City of Moonee Valley
8812,-37.87752,145.09316,Chadstone,City of Monash
8813,-37.8092,144.98614,Collingwood,City of Yarra
8814,-37.7782,144.96422,Brunswick,City of Merri-bek
8815,-37.80112,144.96762,Carlton,City of Melbourne
8816,-37.80092,144.96799,Carlton,City of Melbourne
8817,-37.80503,144.96323,Carlton,City of Melbourne
8818,-37.9569144,145.2738912,Lysterfield South,City of Casey
8819,-37.90446722,145.1468366,Notting Hill,City of Monash
8820,-37.90193,144.77593,Point Cook,City of Wyndham
8821,-37.82108581,144.9566925,Melbourne,City of Melbourne
8822,-37.82496404,145.0016769,Richmond,City of Yarra
8823,-37.76804,144.99767,Northcote,City of Darebin
8824,-37.59096,144.67641,Diggers Rest,City of Melton
8825,-37.82049,144.94189,Docklands,City of Melbourne
8826,-37.82176,144.94291,Docklands,City of Melbourne
8827,-37.82021,144.94262,Docklands,City of Melbourne
8828,-37.7465,145.01818,Preston,City of Darebin
8829,-37.68951,145.05928,Bundoora,City of Whittlesea
8830,-37.86082,144.66694,Tarneit,City of Wyndham
8831,-37.85103,145.0102,Prahran,City of Stonnington
8832,-38.06876,145.68925,Garfield North,Shire of Cardinia
8833,-37.8624543,145.0056364,St Kilda East,City of Port Phillip
8834,-38.11619,145.23395,Cranbourne West,City of Casey
8835,-37.8018395,144.9822452,Fitzroy,City of Yarra
8836,-38.12017,145.33896,Clyde North,City of Casey
8837,-37.819361,145.19328,Mitcham,City of Whitehorse
8838,-37.7904088,145.1257071,Doncaster,City of Manningham
8839,-37.807415,144.9607573,Melbourne,City of Melbourne
8840,-37.9088427,144.7442182,Point Cook,City of Wyndham
8841,-37.79841,144.97043,Carlton,City of Melbourne
8842,-37.86537,144.98376,St Kilda,City of Port Phillip
8843,-37.8260485,144.956843,Southbank,City of Melbourne
8844,-37.8255001,144.9621299,Southbank,City of Melbourne
8845,-37.81466,144.95527,Melbourne,City of Melbourne
8846,-37.81103,144.94891,West Melbourne,City of Melbourne
8847,-37.8272,144.95924,Southbank,City of Melbourne
8848,-37.82618,144.96507,Southbank,City of Melbourne
8849,-37.82405,144.96061,Southbank,City of Melbourne
8850,-37.70008,144.92524,Glenroy,City of Merri-bek
8851,-38.10895,145.24013,Cranbourne West,City of Casey
8852,-37.8117708,144.9609302,Melbourne,City of Melbourne
8853,-37.78112,144.93939,Parkville,City of Melbourne
8854,-37.85187,144.9849,Windsor,City of Stonnington
8855,-37.87591967,145.3699327,Kallista,Shire of Yarra Ranges
8856,-37.82636804,144.9643351,Southbank,City of Melbourne
8857,-37.81541,144.96159,Melbourne,City of Melbourne
8858,-37.82121,144.95416,Docklands,City of Melbourne
8859,-37.91534,145.12398,Clayton,City of Monash
8860,-37.74774,145.66119,Millgrove,Shire of Yarra Ranges
8861,-37.8017,144.96819,Carlton,City of Melbourne
8862,-37.80153,144.97605,Fitzroy,City of Yarra
8863,-37.80208115,144.9859689,Collingwood,City of Yarra
8864,-37.79958,144.96913,Carlton,City of Melbourne
8865,-37.80487,144.9632,Carlton,City of Melbourne
8866,-37.7867363,144.9211832,Flemington,City of Moonee Valley
8867,-37.81482946,144.9510876,Docklands,City of Melbourne
8868,-38.15562,145.16457,Frankston,City of Frankston
8869,-37.80894,144.95937,Melbourne,City of Melbourne
8870,-37.8448,144.95008,Albert Park,City of Port Phillip
8871,-37.87868222,144.6677776,Werribee,City of Wyndham
8872,-37.79836,144.96563,Carlton,City of Melbourne
8873,-37.71898,145.01095,Reservoir,City of Darebin
8874,-37.60232,145.10975,Doreen,City of Whittlesea
8875,-37.8366,144.97325,Melbourne,City of Port Phillip
8876,-37.70879,145.10509,Greensborough,City of Banyule
8877,-37.76847,144.93965,Brunswick West,City of Merri-bek
8878,-37.81683,145.04104,Hawthorn,City of Boroondara
8879,-37.8033343,144.9837215,Collingwood,City of Yarra
8880,-37.81544,144.95138,Docklands,City of Melbourne
8881,-37.81592,144.95449,Melbourne,City of Melbourne
8882,-37.6581,145.02732,Epping,City of Whittlesea
8883,-37.81388,144.96949,Melbourne,City of Melbourne
8884,-38.1637996,145.100796,Frankston South,City of Frankston
8885,-37.85,144.98922,Prahran,City of Stonnington
8886,-37.8669,144.97707,St Kilda,City of Port Phillip
8887,-37.74872,144.88668,Niddrie,City of Moonee Valley
8888,-37.81694,144.96878,Melbourne,City of Melbourne
8889,-37.94927,145.00357,Sandringham,City of Bayside
8890,-38.14186,145.12125,Frankston,City of Frankston
8891,-37.8627877,145.0143103,Caulfield North,City of Glen Eira
8892,-37.85167,145.00127,Prahran,City of Stonnington
8893,-37.82466,145.2233,Ringwood,City of Maroondah
8894,-38.00741,145.08532,Mordialloc,City of Kingston
8895,-37.87312625,144.9958219,Balaclava,City of Port Phillip
8896,-37.82425,144.96196,Southbank,City of Melbourne
8897,-37.7444,145.04447,Heidelberg West,City of Banyule
8898,-38.0006429,145.3458994,Harkaway,City of Casey
8899,-37.84687,144.97857,Melbourne,City of Port Phillip
8900,-37.81306,144.95432,Melbourne,City of Melbourne
8901,-37.88613,144.65987,Werribee,City of Wyndham
8902,-37.82693,144.96372,Southbank,City of Melbourne
8903,-37.82866,144.95646,Southbank,City of Melbourne
8904,-37.81728,145.11739,Box Hill,City of Whitehorse
8905,-37.82024,144.94273,Docklands,City of Melbourne
8906,-37.86398,144.97902,St Kilda,City of Port Phillip
8907,-37.8112667,144.9592612,Melbourne,City of Melbourne
8908,-37.80201896,144.985144,Collingwood,City of Yarra
8909,-37.80838977,144.9604461,Melbourne,City of Melbourne
8910,-37.8279,145.00722,Burnley,City of Yarra
8911,-37.85342,144.77447,Laverton,City of Hobsons Bay
8912,-37.82723,144.95735,Southbank,City of Melbourne
8913,-37.82402,144.69991,Tarneit,City of Wyndham
8914,-37.81478,144.95291,Melbourne,City of Melbourne
8915,-37.82276724,144.9642785,Southbank,City of Melbourne
8916,-37.81353,144.95337,Melbourne,City of Melbourne
8917,-37.81474,144.94119,Docklands,City of Melbourne
8918,-37.79968,144.96777,Carlton,City of Melbourne
8919,-37.8261356,144.9628643,Southbank,City of Melbourne
8920,-37.85332705,144.9604787,Middle Park,City of Port Phillip
8921,-37.84266,144.98738,South Yarra,City of Stonnington
8922,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8923,-37.8157157,144.9529559,Melbourne,City of Melbourne
8924,-37.77351,144.87857,Maribyrnong,City of Maribyrnong
8925,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8926,-37.84156,144.93677,Port Melbourne,City of Port Phillip
8927,-37.9603592,145.169582,Noble Park,City of Greater Dandenong
8928,-37.81605,144.98209,East Melbourne,City of Melbourne
8929,-37.81846,144.9649,Melbourne,City of Melbourne
8930,-37.84013,144.98784,South Yarra,City of Stonnington
8931,-37.85133,144.98105,Melbourne,City of Port Phillip
8932,-37.81498,145.10666,Mont Albert,City of Whitehorse
8933,-37.76647,145.64361,Wesburn,Shire of Yarra Ranges
8934,-37.8266145,144.9626087,Southbank,City of Melbourne
8935,-37.8145362,144.9424083,Docklands,City of Melbourne
8936,-38.02552,145.10085,Aspendale,City of Kingston
8937,-37.86057,144.97736,St Kilda,City of Port Phillip
8938,-37.87778,144.97856,Elwood,City of Port Phillip
8939,-37.59843,145.12996,Doreen,City of Whittlesea
8940,-37.88056,144.99278,Elwood,City of Port Phillip
8941,-37.89316,145.02202,Caulfield South,City of Glen Eira
8942,-37.94326,145.15816,Springvale,City of Greater Dandenong
8943,-37.826641,144.9596778,Southbank,City of Melbourne
8944,-37.80128,144.90803,Footscray,City of Maribyrnong
8945,-37.9004,144.65706,Werribee,City of Wyndham
8946,-37.82495,145.12269,Box Hill,City of Whitehorse
8947,-37.80602223,144.9632883,Carlton,City of Melbourne
8948,-37.85844,145.0237,Armadale,City of Stonnington
8949,-37.79028452,144.8769018,Maidstone,City of Maribyrnong
8950,-38.01147,145.31229,Narre Warren,City of Casey
8951,-37.76595,144.84527,Sunshine North,City of Brimbank
8952,-37.81345,144.94791,Docklands,City of Melbourne
8953,-37.75629,145.67758,Warburton,Shire of Yarra Ranges
8954,-37.7719102,145.1027998,Templestowe Lower,City of Manningham
8955,-37.79126,144.8906151,Footscray,City of Maribyrnong
8956,-37.84842,144.97828,Melbourne,City of Port Phillip
8957,-37.82539,144.96298,Southbank,City of Melbourne
8958,-37.78453,145.60796,Yarra Junction,Shire of Yarra Ranges
8959,-37.82406,144.96354,Southbank,City of Melbourne
8960,-37.8821,144.74675,Point Cook,City of Wyndham
8961,-37.88711,145.01452,Elsternwick,City of Glen Eira
8962,-37.88335,144.74614,Point Cook,City of Wyndham
8963,-37.7392152,144.9017275,Essendon North,City of Moonee Valley
8964,-37.83446408,144.9712078,South Melbourne,City of Port Phillip
8965,-37.76123,144.96046,Brunswick,City of Merri-bek
8966,-37.72699,145.7621,East Warburton,Shire of Yarra Ranges
8967,-37.80903,144.98667,Collingwood,City of Yarra
8968,-37.88292,145.06644,Malvern East,City of Stonnington
8969,-37.77466,144.97616,Brunswick East,City of Merri-bek
8970,-37.81386,144.95499,Melbourne,City of Melbourne
8971,-37.80729,144.9621,Melbourne,City of Melbourne
8972,-37.8082901,144.9608489,Melbourne,City of Melbourne
8973,-37.8157157,144.9529559,Melbourne,City of Melbourne
8974,-37.8066,144.96084,Melbourne,City of Melbourne
8975,-37.81612,144.95287,Melbourne,City of Melbourne
8976,-37.81681,144.96678,Melbourne,City of Melbourne
8977,-37.8187,144.95434,Melbourne,City of Melbourne
8978,-37.8109646,144.959936,Melbourne,City of Melbourne
8979,-37.8672985,145.3391927,Ferny Creek,Shire of Yarra Ranges
8980,-37.80924,144.96259,Melbourne,City of Melbourne
8981,-37.79761,144.94477,North Melbourne,City of Melbourne
8982,-37.65636,145.51652,Healesville,Shire of Yarra Ranges
8983,-37.81537,144.95403,Melbourne,City of Melbourne
8984,-37.81757,144.96057,Melbourne,City of Melbourne
8985,-37.82003,144.94284,Docklands,City of Melbourne
8986,-37.83088,144.96748,Southbank,City of Melbourne
8987,-37.72313,145.20566,North Warrandyte,Shire of Nillumbik
8988,-37.82512,145.07488,Canterbury,City of Boroondara
8989,-37.7933809,144.8957735,Footscray,City of Maribyrnong
8990,-37.76769,144.92935,Moonee Ponds,City of Moonee Valley
8991,-37.86253,144.9815,St Kilda,City of Port Phillip
8992,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8993,-37.65582,145.51658,Healesville,Shire of Yarra Ranges
8994,-37.82027,145.00949,Richmond,City of Yarra
8995,-37.8742909,145.177298,Glen Waverley,City of Monash
8996,-37.83738,144.98147,South Yarra,City of Melbourne
8997,-37.8108,144.95561,West Melbourne,City of Melbourne
8998,-37.82596,144.96241,Southbank,City of Melbourne
8999,-37.80695,144.95943,Melbourne,City of Melbourne
9000,-37.7556,144.96693,Coburg,City of Merri-bek
9001,-37.845,144.94332,Port Melbourne,City of Port Phillip
9002,-37.8055641,144.9633777,Carlton,City of Melbourne
9003,-37.82875,144.96746,Southbank,City of Melbourne
9004,-37.82237,144.96207,Southbank,City of Melbourne
9005,-37.8315,144.96963,South Melbourne,City of Port Phillip
9006,-37.82396975,144.9641993,Southbank,City of Melbourne
9007,-37.83041,145.17943,Nunawading,City of Whitehorse
9008,-37.84356,144.98943,South Yarra,City of Stonnington
9009,-38.06518,145.30517,Narre Warren South,City of Casey
9010,-37.81008,144.96264,Melbourne,City of Melbourne
9011,-37.82283,144.96285,Southbank,City of Melbourne
9012,-37.81651,144.9543,Melbourne,City of Melbourne
9013,-37.69083,145.37364,Yering,Shire of Yarra Ranges
9014,-37.82552,144.95944,Southbank,City of Melbourne
9015,-37.92826,145.15361,Mulgrave,City of Monash
9016,-37.81466,144.93862,Docklands,City of Melbourne
9017,-37.81975,144.95369,Docklands,City of Melbourne
9018,-37.79633,144.97967,Fitzroy,City of Yarra
9019,-37.75675,145.6807,Warburton,Shire of Yarra Ranges
9020,-37.81217,144.97037,Melbourne,City of Melbourne
9021,-37.82293,144.96378,Southbank,City of Melbourne
9022,-37.80829,144.96085,Melbourne,City of Melbourne
9023,-38.07641,145.12864,Carrum,City of Kingston
9024,-37.80635035,144.9638712,Carlton,City of Melbourne
9025,-37.82273,144.9899,Richmond,City of Yarra
9026,-37.91374,145.12151,Oakleigh East,City of Monash
9027,-37.83317,144.98886,South Yarra,City of Stonnington
9028,-37.86856,144.99727,Balaclava,City of Port Phillip
9029,-37.84576,145.08021,Camberwell,City of Boroondara
9030,-37.84659606,145.0021935,South Yarra,City of Stonnington
9031,-37.75470601,145.0569648,Heidelberg,City of Banyule
9032,-37.8425,144.9391628,Port Melbourne,City of Port Phillip
9033,-37.85045,144.99508,Prahran,City of Stonnington
9034,-37.81941,144.95749,Melbourne,City of Melbourne
9035,-37.8175,144.95454,Melbourne,City of Melbourne
